Block,Time,Physics Anchor MW,Base Physics Anchor MW,Live Residual Factor,Regime,Fluctuation Flag,LLM MW,Validated MW,Confidence,Reasoning,Retrieved Cases Count,Top Retrieved Case,Context Summary,Live State Summary,Feature Snapshot
50,2026-08-15 12:15,1.641,1.932,0.85,weak cloudy,False,1.641,1.641,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=78.66; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
51,2026-08-15 12:30,1.631,1.92,0.85,weak cloudy,False,1.631,1.631,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=77.11; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
52,2026-08-15 12:45,1.616,1.902,0.85,weak cloudy,False,1.616,1.616,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=74.88; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
53,2026-08-15 13:00,1.594,1.876,0.85,weak cloudy,False,1.594,1.594,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=72.22; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
54,2026-08-15 13:15,1.566,1.843,0.85,weak cloudy,False,1.566,1.566,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=69.31; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
55,2026-08-15 13:30,1.532,1.803,0.85,weak cloudy,False,1.532,1.532,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=66.22; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
56,2026-08-15 13:45,1.492,1.756,0.85,weak cloudy,False,1.492,1.492,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=63.03; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
57,2026-08-15 14:00,1.446,1.702,0.85,weak cloudy,False,1.446,1.446,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=59.77; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
58,2026-08-15 14:15,1.395,1.642,0.85,weak cloudy,False,1.395,1.395,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=56.46; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
59,2026-08-15 14:30,1.339,1.576,0.85,weak cloudy,False,1.339,1.339,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=53.11; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
60,2026-08-15 14:45,1.277,1.503,0.85,weak cloudy,False,1.277,1.277,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=49.74; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
61,2026-08-15 15:00,1.211,1.426,0.85,weak cloudy,False,1.211,1.211,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=46.36; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
62,2026-08-15 15:15,1.141,1.343,0.85,weak cloudy,False,1.141,1.141,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=42.96; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
63,2026-08-15 15:30,1.065,1.254,0.85,weak cloudy,False,1.065,1.065,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=39.55; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
64,2026-08-15 15:45,0.987,1.162,0.85,weak cloudy,False,0.987,0.987,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=36.14; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
65,2026-08-15 16:00,0.905,1.065,0.85,weak cloudy,False,0.905,0.905,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=32.73; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
66,2026-08-15 16:15,0.82,0.965,0.85,weak cloudy,False,0.82,0.82,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=29.32; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
67,2026-08-15 16:30,0.731,0.861,0.85,weak cloudy,False,0.731,0.731,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=25.92; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
68,2026-08-15 16:45,0.641,0.755,0.85,weak cloudy,False,0.641,0.641,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=22.52; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
69,2026-08-15 17:00,0.549,0.646,0.85,weak cloudy,False,0.549,0.549,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=19.13; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
70,2026-08-15 17:15,0.454,0.535,0.85,weak cloudy,False,0.454,0.454,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=15.75; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
71,2026-08-15 17:30,0.358,0.422,0.85,weak cloudy,False,0.358,0.358,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=12.38; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
72,2026-08-15 17:45,0.262,0.309,0.85,weak cloudy,False,0.262,0.262,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=9.02; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
73,2026-08-15 18:00,0.166,0.195,0.85,weak cloudy,False,0.166,0.166,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=5.68; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
74,2026-08-15 18:15,0.069,0.081,0.85,weak cloudy,False,0.069,0.069,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=2.37; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
75,2026-08-15 18:30,0.0,0.0,0.85,weak cloudy,False,0.0,0.0,Low,LLM adjustment unavailable for this block -- using physics anchor unchanged.,8,time=2026-08-13 16:00; predicted_mw=1.072; actual_mw=1.352; error_mw=-0.28; distance=3.6201,"Recent day-level forecast accuracy and patterns (last 3 day(s), oldest first): - 2026-08-12: MAE=1.252 MW, RMSE=1.4488 MW, MAPE=707.15%, Bias=+1.252 MW (over-forecast). By time of day -- afternoon (14:00+): +0.746 MW; midday (10:00-14:00): +2.061 MW. Worst block at 2026-08-12 12:00: predicted 2.329 MW vs actual 0.055651333333333344 MW (error +2.273 MW), conditions: video cloud coverage %=1.21, cloud motion direction (deg, -1=stationary)=-1, solar elevation (deg)=80.18.","Live same-day state up to 2026-08-15 07:00: latest=0.087 MW, recent_avg=0.027 MW, trend=rising, regime=weak cloudy, avg_step=0.017 MW, fluctuation_flag=False, live_residual_factor=0.570.",solar_elevation_deg=-0.93; motion_coverage_end_pct=1.19; motion_score=0.0004; motion_direction_deg=-1
